stid,name,state,country,county,cwa,nwszone,timezone,elevation_ft,lat,lon,mnet_id,air_temp_f,valid_time
PTBM6,Petit Bois Is,MS,US,,,,America/Chicago,0.0,30.21330,-88.50000,121,74.0,2026-04-30T21:42:00Z
F7996,FW7996 Perdido Key,FL,US,,,,America/Chicago,8.96,30.32700,-87.36833,65,74.0,2026-04-30T22:00:00Z
F1622,FW1622 New Orleans,LA,US,,,,America/Chicago,6.1,29.9435,-90.06983,65,74.0,2026-04-30T21:59:00Z
F1251,FW1251 Lacombe,LA,US,,,,America/Chicago,17.65,30.32667,-89.97017,65,74.0,2026-04-30T22:00:00Z
E1896,EW1896 Jay,FL,US,,,,America/Chicago,246.0,30.94917,-87.13217,65,74.0,2026-04-30T22:00:00Z
E0561,EW0561 Covington,LA,US,,,,America/Chicago,23.62,30.46750,-90.14100,65,74.0,2026-04-30T22:00:00Z
D5349,DW5349 New Orleans,LA,US,,,,America/Chicago,3.54,30.004,-90.048,65,74.0,2026-04-30T22:05:00Z
C6488,CW6488 Covington,LA,US,,,,America/Chicago,28.74,30.488,-90.14033,65,74.0,2026-04-30T22:00:00Z
C4185,CW4185 New Orleans,LA,US,,,,America/Chicago,4.69,29.95,-90.19917,65,74.0,2026-04-30T22:06:00Z
C2220,CW2220 Kaplan,LA,US,,,,America/Chicago,16.4,30.00720,-92.29422,65,74.0,2026-04-30T22:00:00Z
AX220,KI5MVM METAIRIE,LA,US,,,,America/Chicago,3.28,30.02833,-90.21383,65,74.0,2026-04-30T22:06:00Z
AW575,N4SZO-7 MOBILE,AL,US,,,,America/Chicago,135.01,30.63200,-88.17850,65,74.0,2026-04-30T22:05:00Z
NDBCMCGA1,"8736897 - Coast Guard Sector Mobile, AL",AL,US,,,,America/Chicago,7.22,30.649,-88.058,286,73.9,2026-04-30T21:00:00Z
GC42067,42067 - USM-R1,MS,US,,,,America/Chicago,0.0,30.043,-88.649,315,73.9,2026-04-30T21:00:00Z
BMTA1,Bay Minette FS,AL,US,,,,America/Chicago,269.0,30.88040,-87.78140,3011,73.9,2026-04-30T22:04:00Z
1975W,NOFD Engine 12 - Gentilly/Milneburg,LA,US,,,,America/Chicago,7.0,30.01622,-90.05172,249,73.9,2026-04-30T22:00:00Z
1825W,NOFD Engine 31 - Venetian Isles,LA,US,,,,America/Chicago,16.0,30.06540,-89.81363,249,73.9,2026-04-30T22:00:00Z
GCBSPA1,"BSPA - Battleship Park, AL",AL,US,,,,America/Chicago,0.0,30.6826,-88.0122,315,73.8,2026-04-30T21:00:00Z
2242W,NOFD Engine 4 - Pines Village,LA,US,,,,America/Chicago,33.0,30.02271,-90.02339,249,73.8,2026-04-30T22:00:00Z
1878W,NOPD Stables - City Park,LA,US,,,,America/Chicago,10.0,30.00485,-90.09718,249,73.7,2026-04-30T22:00:00Z
1871W,NOFD Engine 36 - New Orleans East,LA,US,,,,America/Chicago,10.0,30.02735,-89.96878,249,73.6,2026-04-30T22:00:00Z
1774W,Cottage Hill Christian Academy,AL,US,,,,America/Chicago,118.0,30.65139,-88.21527,249,73.6,2026-04-30T22:00:00Z
MSS44,McNeill,MS,US,,,,America/Chicago,229.0,30.65967,-89.63633,236,73.5,2026-04-30T21:45:00Z
1822W,SWBNO Pumping Station - Little Woods,LA,US,,,,America/Chicago,10.0,30.05864,-89.96675,249,73.5,2026-04-30T22:00:00Z
KMOB,"Mobile, Mobile Regional Airport",AL,US,,,,America/Chicago,217.0,30.68833,-88.24556,1,73.4,2026-04-30T22:00:00Z
KMJD,Picayune Municipal Airport,MS,US,,,,America/Chicago,55.0,30.48747,-89.65119,1,73.4,2026-04-30T21:55:00Z
KHSA,"Bay St. Louis, Stennis International Airport",MS,US,,,,America/Chicago,23.0,30.36778,-89.45472,1,73.4,2026-04-30T21:47:00Z
KGZH,"Evergreen, Middleton Field",AL,US,,,,America/Chicago,256.0,31.41889,-87.04806,1,73.4,2026-04-30T22:00:00Z
KASD,"Slidell, Slidell Airport",LA,US,,,,America/Chicago,30.0,30.34306,-89.82194,1,73.4,2026-04-30T22:00:00Z
KARA,Acadiana Regional Airport,LA,US,,,,America/Chicago,13.0,30.02918,-91.88451,1,73.4,2026-04-30T22:05:00Z
K1R8,Bay Minette Municipal Airport,AL,US,,,,America/Chicago,248.0,30.87033,-87.81933,1,73.4,2026-04-30T21:55:00Z
1887W,NOFD Logistics - Navarre,LA,US,,,,America/Chicago,10.0,29.98489,-90.10899,249,73.3,2026-04-30T22:00:00Z
2016W,Killona Volunteer Fire Department,LA,US,,,,America/Chicago,92.0,30.00142,-90.48636,249,73.2,2026-04-30T22:00:00Z
1884W,St. Charles Parish EOC,LA,US,,,,America/Chicago,30.0,29.96418,-90.40399,249,73.2,2026-04-30T22:00:00Z
1890W,Municipal Yacht Harbor - Lakefront,LA,US,,,,America/Chicago,3.0,30.02836,-90.11563,249,73.1,2026-04-30T22:00:00Z
USA1,USA West,AL,US,,,,America/Chicago,170.0,30.69440,-88.19440,3011,73.0,2026-04-30T22:04:00Z
UP357,LULING,LA,US,,,,America/Chicago,17.0,29.93226,-90.36791,64,73.0,2026-04-30T21:41:00Z
SFPL1,FRITCHIE PORTABLE,LA,US,,,,America/Chicago,3.0,30.244170,-89.721390,2,73.0,2026-04-30T21:17:00Z
NWCL1,New Canal Station,LA,US,,,,America/Chicago,7.0,30.02717,-90.11342,122,73.0,2026-04-30T22:00:00Z
KNEW,"New Orleans, New Orleans Lakefront Airport",LA,US,,,,America/Chicago,7.0,30.04944,-90.02889,1,73.0,2026-04-30T22:08:00Z
KMSY,"New Orleans, New Orleans International Airport",LA,US,,,,America/Chicago,3.0,29.99278,-90.25083,1,73.0,2026-04-30T22:08:00Z
G6347,GW6347 SLIDELL,LA,US,,,,America/Chicago,16.4,30.29883,-89.75800,65,73.0,2026-04-30T22:00:00Z
G4801,GW4801 METAIRIE,LA,US,,,,America/Chicago,0.0,29.98333,-90.21667,65,73.0,2026-04-30T22:04:00Z
G3439,GW3439 CARRIERE,MS,US,,,,America/Chicago,203.41,30.61683,-89.56067,65,73.0,2026-04-30T22:05:00Z
G2672,GW2672 West Mobile,AL,US,,,,America/Chicago,206.99,30.67950,-88.24017,65,73.0,2026-04-30T22:00:00Z
G0610,GW0610 Metairie,LA,US,,,,America/Chicago,-1.44,29.98450,-90.13883,65,73.0,2026-04-30T22:05:00Z
G0093,GW0093 Mandeville,LA,US,,,,America/Chicago,6.82,30.34967,-90.06033,65,73.0,2026-04-30T21:58:00Z
G0043,GW0043 Slidell,LA,US,,,,America/Chicago,7.81,30.23100,-89.78983,65,73.0,2026-04-30T22:03:00Z
F4737,FW4737 Nokomis,AL,US,,,,America/Chicago,240.03,31.02712,-87.59266,65,73.0,2026-04-30T22:06:00Z
F1704,FW1704 Mandeville,LA,US,,,,America/Chicago,19.95,30.41800,-90.07300,65,73.0,2026-04-30T22:05:00Z
F1110,FW1110 Kenner,LA,US,,,,America/Chicago,-4.4,30.02850,-90.22450,65,73.0,2026-04-30T22:00:00Z
F0094,FW0094 Slidell,LA,US,,,,America/Chicago,11.32,30.28167,-89.773,65,73.0,2026-04-30T22:05:00Z
E9083,W4NDF-13 METAIRIE,LA,US,,,,America/Chicago,9.0,29.98114,-90.19902,65,73.0,2026-04-30T22:06:00Z
E7714,EW7714 Mobile,AL,US,,,,America/Chicago,183.33,30.68550,-88.27967,65,73.0,2026-04-30T22:01:00Z
E1090,EW1090 Metairie,LA,US,,,,America/Chicago,-0.66,30.00500,-90.14217,65,73.0,2026-04-30T22:03:00Z
C2378,CW2378 New Orleans,LA,US,,,,America/Chicago,7.0,29.96883,-90.218,65,73.0,2026-04-30T22:05:00Z
C1353,CW1353 Mobile,AL,US,,,,America/Chicago,160.6,30.60783,-88.25833,65,73.0,2026-04-30T22:04:00Z
BBNL1,BIG BRANCH NWR,LA,US,,,,America/Chicago,11.0,30.321670,-89.935280,2,73.0,2026-04-30T21:47:00Z
AV585,WI5ARD Bush,LA,US,,,,America/Chicago,147.64,30.60083,-89.96933,65,73.0,2026-04-30T22:05:00Z
AU112,KA5ZCI Laplace,LA,US,,,,America/Chicago,7.0,30.06017,-90.44817,65,73.0,2026-04-30T22:00:00Z
AT845,K0CPM-2 KATY,LA,US,,,,America/Chicago,124.67,29.96450,-90.14627,65,73.0,2026-04-30T22:00:00Z
MSS39,White Sand,MS,US,,,,America/Chicago,171.0,30.79660,-89.69016,236,72.9,2026-04-30T21:45:00Z
NDBC42012,"ORANGE BEACH - 44 NM SE of Mobile, AL",,,,,,Etc/GMT+6,0.0,30.06,-87.548,286,72.5,2026-04-30T21:10:00Z
MSS38,Poplarville,MS,US,,,,America/Chicago,328.0,30.83972,-89.54644,236,72.5,2026-04-30T21:45:00Z
42012,Buoy 42012,,,,,,America/Chicago,0.0,30.10000,-87.60000,96,72.5,2026-04-30T20:50:00Z
CADL1,USCRN SITE AT UNIVERSITY OF LOUISIANA AT LAFAYETTE - CADE FARM NEAR LAFAYETTE 13SE,LA,US,,,,America/Chicago,32.0,30.09167,-91.87306,123,72.2,2026-04-30T21:30:00Z
USA24,Poarch Creek,AL,US,,,,America/Chicago,294.0,31.09210,-87.54350,3011,72.0,2026-04-30T22:05:00Z
G6440,GW6440 LACOMBE,LA,US,,,,America/Chicago,91.86,30.31150,-89.93917,65,72.0,2026-04-30T22:00:00Z
G6357,GW6357 SLIDELL,LA,US,,,,America/Chicago,16.4,30.31283,-89.81633,65,72.0,2026-04-30T22:00:00Z
G6348,GW6348 SLIDELL,LA,US,,,,America/Chicago,9.84,30.22417,-89.78783,65,72.0,2026-04-30T22:00:00Z
G6346,GW6346 LACOMBE,LA,US,,,,America/Chicago,22.97,30.35700,-89.92183,65,72.0,2026-04-30T22:00:00Z
G6345,GW6345 MADISONVILLE,LA,US,,,,America/Chicago,6.56,30.41250,-90.17050,65,72.0,2026-04-30T22:00:00Z
G6344,GW6344 BUSH,LA,US,,,,America/Chicago,88.58,30.60533,-89.94750,65,72.0,2026-04-30T22:00:00Z
G6343,GW6343 FOLSOM,LA,US,,,,America/Chicago,154.2,30.62883,-90.18833,65,72.0,2026-04-30T22:00:00Z
G6342,GW6342 BUSH,LA,US,,,,America/Chicago,183.73,30.62500,-90.04400,65,72.0,2026-04-30T22:00:00Z
G6059,GW6059 PEARL RIVER,LA,US,,,,America/Chicago,39.37,30.36817,-89.77317,65,72.0,2026-04-30T22:00:00Z
G5218,GW5218 SLIDELL,LA,US,,,,America/Chicago,78.08,30.27483,-89.75933,65,72.0,2026-04-30T22:00:00Z
G4508,GW4508 MONROEVILLE,AL,US,,,,America/Chicago,419.95,31.46317,-87.35017,65,72.0,2026-04-30T22:00:00Z
G2037,GW2037 WILMER,AL,US,,,,America/Chicago,241.01,30.87717,-88.25950,65,72.0,2026-04-30T22:04:00Z
G0582,GW0582 Slidel,LA,US,,,,America/Chicago,18.6,30.31983,-89.77150,65,72.0,2026-04-30T22:05:00Z
G0554,GW0554 Perkinston,MS,US,,,,America/Chicago,240.0,30.73850,-89.12817,65,72.0,2026-04-30T22:02:00Z
F7862,FW7862 Mandeville,LA,US,,,,America/Chicago,20.47,30.37933,-90.02150,65,72.0,2026-04-30T22:03:00Z
F6181,FW6181 Mandeville,LA,US,,,,America/Chicago,16.44,30.38783,-90.06633,65,72.0,2026-04-30T22:00:00Z
F5866,FW5866 Duson,LA,US,,,,America/Chicago,24.9,30.16483,-92.12017,65,72.0,2026-04-30T22:00:00Z
D2721,DW2721 Ponchatoula,LA,US,,,,America/Chicago,23.0,30.45999,-90.44988,65,72.0,2026-04-30T22:05:00Z
AW259,N5YHM-13 ABITA SPRINGS,LA,US,,,,America/Chicago,14.99,30.47100,-90.04300,65,72.0,2026-04-30T22:07:00Z
AW123,N0KWA TALISHEEK,LA,US,,,,America/Chicago,59.05,30.53217,-89.87400,65,72.0,2026-04-30T22:04:00Z
PRDA1,PERDIDO RIV FARMS,AL,US,,,,America/Chicago,299.0,31.10923,-87.55277,29,71.8,2026-04-30T21:00:00Z
KHDC,"Hammond, Hammond Municipal Airport",LA,US,,,,America/Chicago,43.0,30.52083,-90.41750,1,71.8,2026-04-30T21:55:00Z
AESM6,Agricola,MS,US,,,,America/Chicago,225.0,30.81700,-88.52050,3011,71.8,2026-04-30T21:59:00Z
KREG,Louisiana Regional Airport,LA,US,,,,America/Chicago,14.0,30.1714,-90.9404,1,71.6,2026-04-30T21:55:00Z
KLFT,"Lafayette, Lafayette Regional Airport",LA,US,,,,America/Chicago,39.0,30.20222,-91.99306,1,71.6,2026-04-30T22:05:00Z
KHZR,New Roads False River Regional Airport,LA,US,,,,America/Chicago,39.0,30.7183,-91.4787,1,71.2,2026-04-30T21:55:00Z
LM019,ULM_MORG,LA,US,,,,America/Chicago,31.0007,30.72307,-91.53518,313,71.1,2026-04-30T21:55:00Z
UP866,DONVLE,LA,US,,,,America/Chicago,19.0,30.05690,-90.93188,64,71.0,2026-04-30T21:43:00Z
UP213,PBARRE,LA,US,,,,America/Chicago,37.0,30.54235,-91.98984,64,71.0,2026-04-30T21:44:00Z
G5906,GW5906 EDGARD,LA,US,,,,America/Chicago,24.41,30.04533,-90.56333,65,71.0,2026-04-30T22:06:00Z
G5825,GW5825 FOLSOM,LA,US,,,,America/Chicago,108.27,30.62933,-90.22483,65,71.0,2026-04-30T22:05:00Z
G2297,GW2297 LUCEDALE,MS,US,,,,America/Chicago,269.03,30.92300,-88.58983,65,71.0,2026-04-30T22:00:00Z
G2074,GW2074 CONVENT,LA,US,,,,America/Chicago,22.97,30.06967,-90.86883,65,71.0,2026-04-30T21:51:00Z
G1868,GW1868 VACHERIE,LA,US,,,,America/Chicago,10.17,29.93701,-90.69312,65,71.0,2026-04-30T21:57:00Z
G1824,KD1DRM POPLARVILLE,MS,US,,,,America/Chicago,264.01,30.85000,-89.52000,65,71.0,2026-04-30T22:00:00Z
F9828,KC5DP Tickfaw,LA,US,,,,America/Chicago,73.49,30.58516,-90.49816,65,71.0,2026-04-30T22:06:00Z
F8402,FW8402 Youngsville,LA,US,,,,America/Chicago,25.39,30.11383,-92.01083,65,71.0,2026-04-30T22:07:00Z
BLCM6,BLACK CREEK,MS,US,,,,America/Chicago,277.0,30.848930,-89.033920,2,71.0,2026-04-30T22:00:00Z
AX182,KD5VOO BATON ROUGE,LA,US,,,,America/Chicago,236.22,30.51533,-91.06350,65,71.0,2026-04-30T22:03:00Z
MVSA1,Mt. Vernon,AL,US,,,,America/Chicago,53.0,31.09050,-87.99870,3011,70.7,2026-04-30T22:04:00Z
LSU08,Hammond,LA,US,,,,America/Chicago,46.0,30.50309,-90.37707,256,70.5,2026-04-30T22:05:00Z
LM027,ULM_KENT,LA,US,,,,America/Chicago,251.001,30.8852,-90.6086,313,70.1,2026-04-30T21:55:00Z
GHAA1,GROVE HILL,AL,US,,,,America/Chicago,445.0,31.690690,-87.760580,2,70.0,2026-04-30T21:26:00Z
G6841,GW6841 BREAUX BRIDGE,LA,US,,,,America/Chicago,23.0,30.25950,-91.84000,65,70.0,2026-04-30T22:04:00Z
G5379,GW5379 GONZALES,LA,US,,,,America/Chicago,9.84,30.23233,-90.93133,65,70.0,2026-04-30T22:03:00Z
G1930,GW1930 CHATOM,AL,US,,,,America/Chicago,154.2,31.45100,-88.19617,65,70.0,2026-04-30T22:00:00Z
F9742,FW9742 Paulina,LA,US,,,,America/Chicago,10.01,30.03800,-90.74150,65,70.0,2026-04-30T22:05:00Z
E1043,EW1043 Lutcher,LA,US,,,,America/Chicago,10.56,30.05633,-90.69917,65,70.0,2026-04-30T22:01:00Z
AT538,KE5JJC Ponchatoula,LA,US,,,,America/Chicago,35.0,30.44760,-90.35941,65,70.0,2026-04-30T22:00:00Z
LM028,ULM_CLIN,LA,US,,,,America/Chicago,241.001,30.84559,-90.98049,313,69.8,2026-04-30T21:55:00Z
KBTR,"Baton Rouge, Baton Rouge Metropolitan, Ryan Field",LA,US,,,,America/Chicago,69.0,30.53722,-91.14694,1,69.8,2026-04-30T22:05:00Z
KHBG,"Hattiesburg, Bobby L Chain Municipal Airport",MS,US,,,,America/Chicago,147.0,31.26945,-89.25613,1,69.1,2026-04-30T22:03:00Z
KAPS,Port of South Louisiana Executive Regional Airport,LA,US,,,,America/Chicago,7.0,30.08747,-90.58283,1,69.1,2026-04-30T21:55:00Z
UP883,ROSA,LA,US,,,,America/Chicago,45.0,30.75410,-92.00578,64,69.0,2026-04-30T21:58:00Z
UP272,ARMANT,LA,US,,,,America/Chicago,21.0,29.99830,-90.72166,64,69.0,2026-04-30T21:35:00Z
UP161,FORDOC,LA,US,,,,America/Chicago,35.0,30.59352,-91.61386,64,69.0,2026-04-30T22:03:00Z
LAUM6,WAUSAU,MS,US,,,,America/Chicago,316.0,31.530350,-88.892370,2,69.0,2026-04-30T21:36:00Z
G4878,GW4878 CITRONELLE,AL,US,,,,America/Chicago,301.84,31.09050,-88.22900,65,69.0,2026-04-30T22:00:00Z
FRGM6,RAGLAND HILLS,MS,US,,,,America/Chicago,285.0,31.2042,-89.178330,2,69.0,2026-04-30T22:00:00Z
F5486,FW5486 Carencro,LA,US,,,,America/Chicago,49.44,30.31517,-92.0225,65,69.0,2026-04-30T22:05:00Z
E0390,EW0390 Calvert,AL,US,,,,America/Chicago,52.4,31.14667,-87.99883,65,69.0,2026-04-30T21:58:00Z
C7580,CW7580 Gramercy,LA,US,,,,America/Chicago,8.63,30.06333,-90.69917,65,69.0,2026-04-30T22:05:00Z
AV521,W5IC East Baton Rouge Parish      LA US,LA,US,,,,America/Chicago,27.62,30.40400,-91.08467,65,69.0,2026-04-30T22:02:00Z
2166W,Port Allen,LA,US,,,,America/Chicago,49.0,30.49915,-91.21744,249,68.6,2026-04-30T22:00:00Z
LM025,ULM_CPOT,LA,US,,,,America/Chicago,43.9993,30.42204,-92.23156,313,68.4,2026-04-30T21:55:00Z
UP880,POWELL,LA,US,,,,America/Chicago,59.0,30.50125,-92.39713,64,68.0,2026-04-30T21:40:00Z
LKKM6,GREENE,MS,US,,,,America/Chicago,156.0,31.136940,-88.599720,2,68.0,2026-04-30T21:14:00Z
K0R0,Columbia-Marion County Airport,MS,US,,,,America/Chicago,265.0,31.2970,-89.8128,1,68.0,2026-04-30T21:55:00Z
G6243,GW6243 PETAL,MS,US,,,,America/Chicago,515.09,31.35150,-89.20467,65,68.0,2026-04-30T22:00:00Z
G3750,GW3750 PURVIS,MS,US,,,,America/Chicago,318.24,31.20917,-89.36550,65,68.0,2026-04-30T22:05:00Z
G3222,GW3222 Waynesboro,MS,US,,,,America/Chicago,167.0,31.67737,-88.67066,65,68.0,2026-04-30T22:00:00Z
F4455,FW4455 Prairieville,LA,US,,,,America/Chicago,22.28,30.28850,-90.97317,65,68.0,2026-04-30T22:00:00Z
MSS28,Beaumont,MS,US,,,,America/Chicago,171.0,31.23583,-88.92188,236,67.9,2026-04-30T21:45:00Z
LSU03,Crowley,LA,US,,,,America/Chicago,23.0,30.24761,-92.34761,256,67.7,2026-04-30T22:05:00Z
USA19,Leaksville,MS,US,,,,America/Chicago,235.0,31.17650,-88.60010,3011,67.5,2026-04-30T22:06:00Z
LSU01,BenHur,LA,US,,,,America/Chicago,20.0,30.36437,-91.16726,256,67.4,2026-04-30T22:05:00Z
LSU07,R&D Research,LA,US,,,,America/Chicago,36.0,30.61358,-91.97538,256,67.1,2026-04-30T22:05:00Z
KOPL,Opelousas St Landry Parish Airport,LA,US,,,,America/Chicago,75.0,30.55840,-92.09940,1,67.1,2026-04-30T21:55:00Z
UR772,MARIN2,LA,US,,,,America/Chicago,36.0,30.47829,-91.50878,64,67.0,2026-04-30T22:05:00Z
G1927,GW1927 SAND HILL,MS,US,,,,America/Chicago,341.21,31.34900,-88.76167,65,67.0,2026-04-30T22:01:00Z
F7886,FW7886 BATON ROUGE,LA,US,,,,America/Chicago,22.8,30.33122,-91.12713,65,67.0,2026-04-30T22:04:00Z
F7820,FW7820 Hattiesburg,MS,US,,,,America/Chicago,361.81,31.32883,-89.44100,65,67.0,2026-04-30T22:02:00Z
F1193,FW1193 St. Gabriel,LA,US,,,,America/Chicago,16.0,30.30833,-91.101,65,67.0,2026-04-30T22:04:00Z
E1616,EW1616 Baton Rouge,LA,US,,,,America/Chicago,37.63,30.41100,-90.94720,65,67.0,2026-04-30T22:05:00Z
AW815,AI5BL WAYNESSBORO,MS,US,,,,America/Chicago,294.78,31.61517,-88.82750,65,67.0,2026-04-30T22:05:00Z
2162W,Homeland Security & 911 Center,LA,US,,,,America/Chicago,148.0,30.43095,-91.20390,249,67.0,2026-04-30T22:00:00Z
1311W,Tiger Stadium,LA,US,,,,America/Chicago,52.0,30.41192,-91.18376,249,67.0,2026-04-30T22:00:00Z
LSU11,StGabUSDACR6,LA,US,,,,America/Chicago,20.0,30.26630,-91.10629,256,66.8,2026-04-30T22:04:00Z
2158W,Brusly Police Department,LA,US,,,,America/Chicago,82.0,30.38593,-91.24429,249,66.7,2026-04-30T22:00:00Z
2156W,Addis VFW Hall,LA,US,,,,America/Chicago,52.0,30.35007,-91.26724,249,66.6,2026-04-30T22:00:00Z
2161W,Erwinville Community Center,LA,US,,,,America/Chicago,72.0,30.54203,-91.36364,249,66.5,2026-04-30T22:00:00Z
1313W,Alex Box Stadium,LA,US,,,,America/Chicago,36.0,30.40666,-91.18750,249,66.5,2026-04-30T22:00:00Z
KPIB,"Hattiesburg/Laurel, Hattiesburg-Laurel Regional Airport",MS,US,,,,America/Chicago,299.0,31.46667,-89.33333,1,66.2,2026-04-30T22:00:00Z
UR373,GRSTE2,LA,US,,,,America/Chicago,22.0,30.40680,-91.42288,64,66.0,2026-04-30T21:58:00Z
UP144,MELVIL,LA,US,,,,America/Chicago,36.0,30.70451,-91.82711,64,66.0,2026-04-30T21:38:00Z
RMAM6,MARION,MS,US,,,,America/Chicago,380.0,31.211390,-89.9225,2,66.0,2026-04-30T21:09:00Z
MPAM6,PIKE,MS,US,,,,America/Chicago,366.0,31.186940,-90.478060,2,66.0,2026-04-30T21:09:00Z
LM026,ULM_VILP,LA,US,,,,America/Chicago,70.0,30.65821,-92.27666,313,66.0,2026-04-30T21:55:00Z
G5294,GW5294 BATON ROUGE,LA,US,,,,America/Chicago,19.68,30.36583,-91.04050,65,66.0,2026-04-30T22:05:00Z
F0338,FW0338 Plaucheville,LA,US,,,,America/Chicago,39.0,30.94383,-91.96533,65,66.0,2026-04-30T22:02:00Z
AU216,W5XN Carriere,MS,US,,,,America/Chicago,116.5,30.63867,-89.70283,65,66.0,2026-04-30T22:05:00Z
LM009,ULM_ACME,LA,US,,,,America/Chicago,44.9997,31.34476,-91.71883,313,65.4,2026-04-30T21:55:00Z
MSS20,Natchez,MS,US,,,,America/Chicago,75.0,31.34067,-91.39999,236,65.2,2026-04-30T21:45:00Z
K0R4,Vidalia Concordia Parish,LA,US,,,,America/Chicago,54.0,31.5620,-91.5065,1,65.1,2026-04-30T21:55:00Z
UR771,GRSTE1,LA,US,,,,America/Chicago,30.0,30.40680,-91.42288,64,65.0,2026-04-30T21:57:00Z
UP860,BUNKIE,LA,US,,,,America/Chicago,52.0,30.88467,-92.12814,64,65.0,2026-04-30T21:45:00Z
G5674,GW5674 MONTEREY,LA,US,,,,America/Chicago,50.0,31.31283,-91.83450,65,65.0,2026-04-30T22:00:00Z
G5434,GW5434 EASTABUCHIE,MS,US,,,,America/Chicago,190.0,31.45250,-89.28433,65,65.0,2026-04-30T22:00:00Z
F5707,FW5707 Pineville,LA,US,,,,America/Chicago,104.99,31.37983,-92.46767,65,65.0,2026-04-30T22:00:00Z
LSU04,DeanLee,LA,US,,,,America/Chicago,72.0,31.17697,-92.40604,256,64.7,2026-04-30T22:05:00Z
KMCB,"McComb, McComb / Pike County / John E Lewis Field Airport",MS,US,,,,America/Chicago,413.0,31.17833,-90.47194,1,64.4,2026-04-30T22:05:00Z
KESF,Alexandria Esler Regional Airport,LA,US,,,,America/Chicago,85.0,31.39634,-92.28273,1,64.4,2026-04-30T22:05:00Z
LM008,ULM_JVIL,LA,US,,,,America/Chicago,51.9997,31.58849,-91.85472,313,64.3,2026-04-30T21:55:00Z
UP368,MEEKER,LA,US,,,,America/Chicago,70.0,31.11893,-92.40583,64,64.0,2026-04-30T21:53:00Z
RHCM6,COVINGTON,MS,US,,,,America/Chicago,290.0,31.749720,-89.516390,2,64.0,2026-04-30T21:09:00Z
KLUL,LAUREL/NOBLE FIELD,MS,US,,,,America/Chicago,240.0,31.67,-89.17,1,64.0,2026-04-30T21:55:00Z
F0278,FW0278 Summit,MS,US,,,,America/Chicago,383.56,31.26650,-90.52733,65,64.0,2026-04-30T22:00:00Z
BENL1,CATAHOULA,LA,US,,,,America/Chicago,230.0,31.50211,-92.46131,2,64.0,2026-04-30T21:43:00Z
BDEM6,BUDE,MS,US,,,,America/Chicago,447.0,31.410560,-90.846670,2,64.0,2026-04-30T22:05:00Z
AV042,N5PA-2 Meadville,MS,US,,,,America/Chicago,310.07,31.58700,-90.89833,65,64.0,2026-04-30T22:05:00Z
AU084,N5PA Ellisville,MS,US,,,,America/Chicago,269.03,31.62283,-89.23383,65,64.0,2026-04-30T22:05:00Z
LM012,ULM_JENA,LA,US,,,,America/Chicago,211.0,31.66897,-92.15916,313,63.8,2026-04-30T22:00:00Z
AS718,N5PRN Jena,LA,US,,,,America/Chicago,209.0,31.70200,-92.11870,65,63.0,2026-04-30T22:06:00Z
UP862,CHNYVL,LA,US,,,,America/Chicago,69.0,30.99376,-92.25709,64,61.0,2026-04-30T21:08:00Z
UP390,PLAQMN,LA,US,,,,America/Chicago,24.0,30.26172,-91.21897,64,61.0,2026-04-30T21:47:00Z
UP887,VENEER,LA,US,,,,America/Chicago,94.0,31.65665,-92.38996,64,59.0,2026-04-30T21:19:00Z
UP172,KROTZS,LA,US,,,,America/Chicago,49.0,30.54060,-91.74199,64,24.0,2026-04-30T21:47:00Z
UR391,WILGLN,LA,US,,,,America/Chicago,83.0,31.17714,-92.48389,64,18.0,2026-04-30T21:50:00Z
UP875,LAWTEL,LA,US,,,,America/Chicago,68.0,30.51779,-92.20221,64,-49.0,2026-04-30T21:46:00Z
